Category,Film Title,Speech,Winner,Year
 Directing, The Godfather Part II,"I almost won this a couple of years ago for the first half of the same picture.  That's not why we did ""The Godfather Part II,"" however.  It was Charlie Bluhdorn's idea.  And when I heard it I said, at first, my God, to do a sequel to ""The Godfather"" is a sure-fire way to fail and blow everything I was lucky enough to get up to that point.  And then I went home and I thought about it, and I realized that because it maybe was such an easy way to fail, which was probably the best reason to try to tackle what seems so impossible. And it's, I'm really happy I did.  I just want to thank Gordie Willis who was the photographer, who did a beautiful job.  And Barry Malkin, Richie Marks and Peter Zinner, who cut the picture, who all contributed.  And Walter Murch, who did the sound.  Thank you so much.  And thanks for giving my dad an Oscar. Thank you.", Francis Ford Coppola, 1974 (47th) Academy Awards
 Directing, One Flew over the Cuckoo's Nest,"First, I thank the Academy for the company of the nominees they did put me in.  I'm very proud of that.  When I want to think what possible reasons I am here now I can find two.  The first is that this year the Academy members recognized the fact that last year I spent more time in mental institution than the others.  And the second might be that, well, that America still is big, beautiful, hospitable and open country.  And I thank you so, Michael, Jack, Louise, Ken Kesey, and especially I am to thank all those whose names I don't have time to mention now.  Thank you.", Milos Forman, 1975 (48th) Academy Awards
 Directing, Rocky,"Oh my goodness.  I guess what ""Rocky""did was give a lot of people hope, and there was never a better feeling than doing that.  And I had a lot of people who gave me things.  Sylvester Stallone gave me his guts and his heart and his best shot.  Thank you.  Thank you.  Gene Kirkwood, the executive producer, gave me a telephone call and said, I got a script here and it's called ""Rocky"" and I think you'd like it.  Thank you, Gene.  Bill Conti, the musical director of this show, gave me the inspiration with his beautiful music.  Jim Crabe, my cameraman, gave me his eyes.  My cast gave me their talent:  Talia, and Burt, and Burgess, Carl Weathers, Joe Spinell, and Jimmy Gambina who gave us the knowledge of his fighting.  In Philadelphia I had men giving me their energy: Lloyd Kaufman, Ralf Bode, Mike Scott, Joe Letizia, Garrett Brown and Ralf Hotchkiss.  And at United Artists I had some men give me their confidence: Mike Medavoy, and Eric Pleskow, and Bob Chartoff and Irwin Winkler.  Thank you.  My agent, my agent Marvin Moss gave me, besides some very good recipes, his counsel.  Holly Hein gave me her wisdom.  Melissa Avildsen and Anthony Avildsen, my son, and Rufus Avildsen, my son who helped me pick the locations in Philadelphia, gave me their love.  And thank you all very much.", John G. Avildsen, 1976 (49th) Academy Awards
 Directing, Annie Hall,, Woody Allen, 1977 (50th) Academy Awards
 Directing, The Deer Hunter,"At a moment like this it's difficult to leaven pride with humility.  But I am proud to be here and proud of our work, proud to be part of this tradition. I'm proud of my dear and very special associates:  Joann Carelli, Barry Spikings, Chris Walken, John Savage, Meryl Streep, the late John Cazale, and most especially I embrace Robert De Niro for his dedication and for his great dignity of heart.  Thank you very much.", Michael Cimino, 1978 (51st) Academy Awards
 Directing, Kramer vs. Kramer,"Thank you all very much.  I would like to thank Avery Corman who wrote a lovely book.  I would like to thank Stanley Jaffe, the producer; Dustin Hoffman, Meryl Streep, Jane Alexander, Justin Henry, JoBeth Williams.  I would like to thank Jerry Greenberg, the editor; Néstor Almendros, the cinematographer.  I would like to thank all the people at Columbia, past and present.  I would like to thank Sam Cohn, Arlene Donovan, my wife Sally and my son John.  Thank you all.", Robert Benton, 1979 (52nd) Academy Awards
 Directing, Ordinary People,"Thank you.  I was thinking—no, I wasn't thinking, I was just kind of blank. But you know how it is when somebody says to you, if you, about a year before, they say:  You know, if anybody'd told you a year ago that you would have been ""dot, dot, dot.""  Well, I just didn't think I was gonna see this. But I'm no less grateful.  And I would like to express my debt for the directors that I worked with in the past, for what I've learned from them, consciously or unconsciously.  And I would also like to say that, it may not be too fashionable but the fact is that I really do appreciate the support of Paramount Pictures, Charlie Bluhdorn, Barry Diller.  They let us make the film the way we wanted to and I'm very grateful for that.There are a lot of people that I can thank, and I don't want to go on too long, but I couldn't go too much further without expressing what for me is the greatest gratitude.  And that keys around the word trust.  I really am grateful for the trust that I received from a terrific cast:  Mary, Donald, Tim, Judd, Liz.  I love them, and I appreciate their love, too.  So thank you all.", Robert Redford, 1980 (53rd) Academy Awards
 Directing, Reds,"Thank you.  Miss Keaton, I know that public expressions like this can be embarrassing sometimes and that my chances of speaking with you privately later are at the moment excellent.  I do want to tell you that you make every director that you work with look good, and I think that what they're trying to tell me here tonight, thank God, is that I'm no exception.  Mr. Nicholson, I know that you're enjoying my being up here almost as much as I am in being here.I know I do one thing well, I get good people:  Elaine May, Peter Feibleman, Jeremy Pikser, Robert Towne, Simon Relph, Zelda Barron, Richie Cirincione, Steve Sondheim, Dave Grusin, David MacLeod, so many, many more among whom are the people that you've nominated here tonight and happily saved me from having to remember to name fourteen more names.  I do want to name Mr. Barry Diller who runs Paramount, Mr. Dick Zimbert who's been very kind to me, Mr. Frank Mancuso, and Mr. Charles Bluhdorn who runs Gulf + Western and God knows what else.  And I want to say to you gentlemen that no matter how much we might have liked to have strangled each other from time to time, I think that your decision, taken in the great capitalistic tower of Gulf + Western, to finance a three-and-a-half hour romance which attempts to reveal for the first time just something of the beginnings of American socialism and American communism, reflects credit not only upon you, I think it reflects credit upon Hollywood and the movie business wherever that is.  And I think that it reflects more particular credit on the freedom of expression that we have in our American society and the lack of censorship that we have from the government or the people who put up the money.  Thanks.", Warren Beatty, 1981 (54th) Academy Awards
 Directing, Gandhi,"Ladies and gentlemen, fellow members of the Academy, without Jo Child and Jake Eberts and the National Film Development Corporation of India, the film would not have been made.  Without Marty Baum, I would never have been able to maintain my courage.  I am totally bowled over by this and I think an enormous contribution to my holding it must go to Frank Price and Columbia Pictures for their courage in agreeing to distribute it.  There are many people I would like to thank, and some you have already honored.  But, I would simply say to Sidney Lumet and Sydney Pollack and Wolfgang Petersen and Steven Spielberg, I am honored to be in their company.  Thank you very much.", Richard Attenborough, 1982 (55th) Academy Awards
 Directing, Terms of Endearment,"I feel like I've been beaten up.  It's strange.  This was in the truest sense of the word, enormously collaborative film.  Andrzej Bartkowiak's talent is on every frame.  Richard Marks was a dream in the cutting room.  A friend of mine named Dave Davis worked with me from beginning to end.  Polly Platt made an extraordinary contribution.  Kristi Zea's costumes meant a lot because to the picture -- I think the picture depended so much on detail.  And I'm overwhelmed.  I'm very grateful.  Holly, you're great.  Okay, thank you very much.", James L. Brooks, 1983 (56th) Academy Awards
 Directing, Amadeus,"I must express my admiration for my colleagues who are nominated tonight. The result of their work is making this moment for me so much more thrilling. I want to thank Peter Shaffer for writing the play and the screenplay, Robby Lantz for introducing me to the play, and Saul Zaentz for producing the film. I want to thank the whole company of actors and the whole company behind the camera, namely Twyla Tharp, Neville Marriner, Miroslav Ondrícek, and Wolfgang Mozart.I have to greet my colleagues and students at the Columbia University Film Department.  And finally, I am very proud because this is an American movie on which a lot of Czechoslovakian artists and technicians collaborated.  To get this kind of recognition from the members of Academy for this kind of collaboration, I think, is very encouraging for more than artistic or box-office reasons.  Thank you very much.", Milos Forman, 1984 (57th) Academy Awards
